"Class","Manufacturer","carline name","displ","cyl","trans","drv","bidx","cty","hwy","cmb","ucty","uhwy","ucmb","fl","G","T","S","2pv","2lv","4pv","4lv","hpv","hlv","fcost","eng dscr","trans dscr","vpc","cls"
"MINICOMPACT CARS","VOLKSWAGEN","NEW BEETLE CONVERTIBLE"," 2.0",4,"Auto(S6)","F",4,21,31,25,23.8,39.4,28.9599,"R","","","",78,5,"","","","",1080," ","2MODE CLKUP ",2,"02"
"SUBCOMPACT CARS","ACURA","RSX"," 2.0",4,"Manual(M5)","F",30,27,34,30,30.4,43.3,35.1065,"R","","","","","","","",81,16,899," ","",4,"03"
"SUBCOMPACT CARS","ACURA","RSX"," 2.0",4,"Manual(M6)","F",30,23,31,26,25.2,39.7,30.1564,"P","","","","","","","",81,16,1126," ","",4,"03"
"SUBCOMPACT CARS","ACURA","RSX"," 2.0",4,"Auto(S5)","F",30,25,34,28,28,43.3,33.294,"R","","","","","","","",81,16,964," ","2MODE CLKUP ",4,"03"
"SUBCOMPACT CARS","AUDI","A4 CABRIOLET"," 1.8",4,"Auto(AV)","F",14,23,30,26,25.5,38.6,30.0963,"P","","T","","","",79,10,"","",1126," ","3MODE ",5,"03"
"SUBCOMPACT CARS","AUDI","A4 CABRIOLET"," 3.0",6,"Auto(AV)","F",17,21,29,24,23.1,36.6,27.6973,"P","","","","","",79,10,"","",1220," ","3MODE ",5,"03"
"SUBCOMPACT CARS","AUDI","A4 CABRIOLET QUATTRO"," 3.0",6,"Auto(S5)","4",17,18,26,21,20.2445,32.9971,24.5065,"P","","","","","",79,10,"","",1392," ","3MODE CLKUP ",5,"03"
"SUBCOMPACT CARS","AUDI","S4 CABRIOLET"," 4.2",8,"Manual(M6)","4",11,15,21,17,16.5,27.2,20.0491,"P","G","","","","",79,10,"","",1720," ","",5,"03"
"SUBCOMPACT CARS","AUDI","S4 CABRIOLET"," 4.2",8,"Auto(S6)","4",11,17,23,20,19.3355,29.7723,22.957,"P","","","","","",79,10,"","",1462," ","3MODE CLKUP ",5,"03"
"SUBCOMPACT CARS","BMW","325CI"," 2.5",6,"Manual(M5)","R",25,20,29,24,22.6,37.8,27.593,"P","","","",84,9,"","","","",1220," ","",4,"03"
"SUBCOMPACT CARS","BMW","325CI"," 2.5",6,"Auto(S5)","R",25,19,27,22,21.3158,34.7275,25.7995,"P","","","",84,9,"","","","",1331," ","3MODE CLKUP ",4,"03"
"SUBCOMPACT CARS","BMW","330CI"," 3.0",6,"Manual(M6)","R",30,20,30,23,22.1254,38.153,27.283,"P","","","",84,9,"","","","",1272," ","",4,"03"
"SUBCOMPACT CARS","BMW","330CI"," 3.0",6,"Auto(S5)","R",30,19,27,22,21.2536,34.5372,25.702,"P","","","",84,9,"","","","",1331," ","3MODE CLKUP ",4,"03"
"SUBCOMPACT CARS","BMW","330CI"," 3.0",6,"Auto(S6)","R",30,20,29,23,22.2354,37.2131,27.1534,"P","","","",84,9,"","","","",1272," ","4MODE ",4,"03"
"SUBCOMPACT CARS","BMW","645CI"," 4.4",8,"Manual(M6)","R",44,17,25,20,18.4,32.4,22.8414,"P","","","",81,13,"","","","",1462," ","",4,"03"
"SUBCOMPACT CARS","BMW","645CI"," 4.4",8,"Auto(S6)","R",44,18,26,21,20.1469,33.7,24.5987,"P","","","",81,13,"","","","",1392," ","3MODE CLKUP ",4,"03"
"SUBCOMPACT CARS","BMW","645CI"," 4.4",8,"Auto(S6)","R",44,16,24,19,18.1978,31.2077,22.4,"P","","","",81,13,"","","","",1539," ","4MODE CLKUP ",4,"03"
"SUBCOMPACT CARS","BMW","645CI CONVERTIBLE"," 4.4",8,"Manual(M6)","R",44,15,23,18,16.6,29.4,20.6447,"P","G","","",81,10,"","","","",1626," ","",4,"03"
"SUBCOMPACT CARS","BMW","645CI CONVERTIBLE"," 4.4",8,"Auto(S6)","R",44,18,26,21,20,33.5,24.4303,"P","","","",81,10,"","","","",1392," ","3MODE CLKUP ",4,"03"
"SUBCOMPACT CARS","BMW","645CI CONVERTIBLE"," 4.4",8,"Auto(S6)","R",44,15,22,17,16.5462,28.5247,20.4015,"P","G","","",81,10,"","","","",1720," ","4MODE CLKUP ",4,"03"
"SUBCOMPACT CARS","BMW","M3"," 3.2",6,"Manual(M6)","R",32,16,24,19,18,30.9,22.1638,"P","G","","",84,9,"","","","",1539,"MOTORSPORT","",4,"03"
"SUBCOMPACT CARS","BMW","M3"," 3.2",6,"Auto(S6)","R",32,16,23,19,18.3217,29.6138,22.1167,"P","G","","",84,9,"","","","",1539,"MOTORSPORT","6MODE ",4,"03"
"SUBCOMPACT CARS","CHEVROLET","COBALT"," 2.0",4,"Manual(M5)","F",120,23,29,25,25.6,37.2,29.7786,"P","","","S",83,14,87,14,"","",1170," ","",4,"03"
"SUBCOMPACT CARS","CHEVROLET","COBALT"," 2.2",4,"Auto(L4)","F",121,24,32,27,27.6149,43.6063,33.0727,"R","","","",83,14,87,14,"","",999," ","CLKUP ",4,"03"
"SUBCOMPACT CARS","CHEVROLET","COBALT"," 2.2",4,"Manual(M5)","F",122,25,34,28,29.1741,45.766,34.8615,"R","","","",83,14,87,14,"","",964," ","SIL ",4,"03"
"SUBCOMPACT CARS","FORD","MUSTANG"," 4.0",6,"Auto(L5)","R",100,19,25,21,21,32.5,24.9771,"R","","","",85,13,"","","","",1285," ","CLKUP ",2,"03"
"SUBCOMPACT CARS","FORD","MUSTANG"," 4.0",6,"Manual(M5)","R",101,19,28,22,21.3,36.3,26.1655,"R","","","",85,13,"","","","",1228," ","",2,"03"
"SUBCOMPACT CARS","FORD","MUSTANG"," 4.6",8,"Auto(L5)","R",104,18,23,20,19.7,30.1,23.3269,"R","","","",85,13,"","","","",1350," ","CLKUP ",3,"03"
"SUBCOMPACT CARS","FORD","MUSTANG"," 4.6",8,"Manual(M5)","R",106,17,25,20,18.7,31.5,22.8846,"R","","","",85,13,"","","","",1350," ","",3,"03"
"SUBCOMPACT CARS","HYUNDAI","TIBURON"," 2.0",4,"Auto(L4)","F",4,22,30,25,24.1325,37.9239,28.8544,"R","","","",81,15,"","","","",1080," ","CLKUP ",4,"03"
"SUBCOMPACT CARS","HYUNDAI","TIBURON"," 2.0",4,"Manual(M5)","F",4,24,30,26,26.2,38.7,30.6558,"R","","","",81,15,"","","","",1040," ","",4,"03"
"SUBCOMPACT CARS","HYUNDAI","TIBURON"," 2.7",6,"Auto(L4)","F",5,19,26,22,21.0924,33.2499,25.2464,"R","","","",81,15,"","","","",1228," ","CLKUP ",4,"03"
"SUBCOMPACT CARS","HYUNDAI","TIBURON"," 2.7",6,"Manual(M5)","F",5,19,26,22,21.4,33.7,25.6055,"R","","","",81,15,"","","","",1228," ","",4,"03"
"SUBCOMPACT CARS","HYUNDAI","TIBURON"," 2.7",6,"Manual(M6)","F",5,18,26,21,20.3,33.9,24.7721,"R","","","",81,15,"","","","",1285," ","",4,"03"
"SUBCOMPACT CARS","JAGUAR","JAGUAR XK8"," 4.2",8,"Auto(L6)","R",309,18,26,21,19.598,33.0439,23.991,"P","","","",75,11,"","","","",1392," ","2MODE CLKUP ",4,"03"
"SUBCOMPACT CARS","JAGUAR","JAGUAR XKR"," 4.2",8,"Auto(L6)","R",310,16,23,18,17.5722,29.1723,21.4018,"P","G","","S",75,11,"","","","",1626," ","2MODE CLKUP ",4,"03"
"SUBCOMPACT CARS","MASERATI","COUPE & GRANSPORT"," 4.2",8,"Manual(M6)","R",1,12,17,13,12.8,21.2,15.5775,"P","G","","",86,5,"","","","",2249," ","",4,"03"
"SUBCOMPACT CARS","MASERATI","COUPE & GRANSPORT"," 4.2",8,"Auto(S6)","R",1,12,17,14,12.9755,21.9403,15.8988,"P","G","","",86,5,"","","","",2088," ","3MODE ",4,"03"
"SUBCOMPACT CARS","MAZDA","MAZDA RX-8"," 1.3",2,"Manual(M6)","R",6,18,24,20,20.4,30.2,23.8883,"P","","","","","",89,8,"","",1462," ","",0,"03"
"SUBCOMPACT CARS","MAZDA","MAZDA RX-8"," 1.3",2,"Auto(S4)","R",6,18,24,20,19.9,30.9,23.696,"P","","","","","",89,8,"","",1462," ","",0,"03"
"SUBCOMPACT CARS","MERCEDES-BENZ","CLK320"," 3.2",6,"Auto(L5)","R",30,20,28,23,22.2,35.7,26.7524,"P","","","",82,10,"","","","",1272," ","EMS 2MODE CLKUP",3,"03"
"SUBCOMPACT CARS","MERCEDES-BENZ","CLK320 (CABRIOLET)"," 3.2",6,"Auto(L5)","R",36,20,26,22,22.2,33.8,26.2547,"P","","","",81,9,"","","","",1331," ","EMS 2MODE CLKUP",3,"03"
"SUBCOMPACT CARS","MERCEDES-BENZ","CLK500"," 5.0",8,"Auto(L7)","R",43,17,25,20,18.7,31.7,22.9319,"P","","","",82,10,"","","","",1462," ","EMS 2MODE CLKUP",3,"03"
"SUBCOMPACT CARS","MERCEDES-BENZ","CLK500 (CABRIOLET)"," 5.0",8,"Auto(L7)","R",42,17,25,20,18.7,31.7,22.9319,"P","","","",81,9,"","","","",1462," ","EMS 2MODE CLKUP",3,"03"
"SUBCOMPACT CARS","MERCEDES-BENZ","CLK55 AMG"," 5.4",8,"Auto(S5)","R",31,16,22,18,17.6992,28.7,21.3884,"P","G","","",82,10,"","","","",1626," ","EMS 2MODE CLKUP",3,"03"
"SUBCOMPACT CARS","MERCEDES-BENZ","CLK55 AMG (CABRIOLET)"," 5.4",8,"Auto(S5)","R",32,16,22,18,17.3632,28.5997,21.0923,"P","G","","",81,9,"","","","",1626," ","EMS 2MODE CLKUP",3,"03"
"SUBCOMPACT CARS","MITSUBISHI","ECLIPSE"," 2.4",4,"Auto(L4)","F",22,21,28,23,23.2774,35.2661,27.4815,"R","","","","","","","",79,17,1174,"SOHC","CMODE CLKUP ",4,"03"
"SUBCOMPACT CARS","MITSUBISHI","ECLIPSE"," 2.4",4,"Manual(M5)","F",22,23,31,26,25.6256,39.5837,30.4588,"R","","","","","","","",79,17,1040,"SOHC","",4,"03"
"SUBCOMPACT CARS","MITSUBISHI","ECLIPSE"," 2.4",4,"Auto(S4)","F",22,21,28,23,23.2783,35.2691,27.483,"R","","","","","","","",79,17,1174,"SOHC","2MODE CLKUP ",4,"03"
"SUBCOMPACT CARS","MITSUBISHI","ECLIPSE"," 3.0",6,"Manual(M5)","F",23,20,29,23,22.6,37.1,27.4231,"P","","","","","","","",79,17,1272,"SOHC","",4,"03"
"SUBCOMPACT CARS","MITSUBISHI","ECLIPSE"," 3.0",6,"Manual(M5)","F",25,20,29,23,22.4,37,27.2363,"P","","","","","","","",79,17,1272,"SOHC-VIS","",4,"03"
"SUBCOMPACT CARS","MITSUBISHI","ECLIPSE"," 3.0",6,"Auto(S4)","F",23,20,28,23,22.3,35.5,26.7811,"P","","","","","","","",79,17,1272,"SOHC","2MODE CLKUP ",4,"03"
"SUBCOMPACT CARS","MITSUBISHI","ECLIPSE"," 3.0",6,"Auto(S4)","F",25,21,28,23,22.8,35.3,27.1218,"P","","","","","","","",79,17,1272,"SOHC-VIS","2MODE CLKUP ",4,"03"
"SUBCOMPACT CARS","SAAB","SAAB 9-3 CONVERTIBLE"," 2.0",4,"Manual(M5)","F",301,21,28,24,23.8,36.3,28.1643,"P","","T","",82,12,"","","","",1220," ","",4,"03"
"SUBCOMPACT CARS","SAAB","SAAB 9-3 CONVERTIBLE"," 2.0",4,"Auto(S5)","F",300,19,27,21,20.6,34.2,25.0897,"P","","T","",82,12,"","","","",1392," ","2MODE CLKUP ",4,"03"
"SUBCOMPACT CARS","SUBARU","IMPREZA AWD"," 2.0",4,"Auto(L4)","4",10,19,26,22,21.3632,32.8686,25.3575,"P","","T","","","",88,11,"","",1331," ","CLKUP ",4,"03"
"SUBCOMPACT CARS","SUBARU","IMPREZA AWD"," 2.0",4,"Manual(M5)","4",10,20,27,22,21.9711,34.4961,26.262,"P","","T","","","",88,11,"","",1331," ","",4,"03"
"SUBCOMPACT CARS","SUBARU","IMPREZA AWD"," 2.5",4,"Auto(L4)","4",20,22,28,25,24.8623,36.2274,28.9492,"R","","","","","",88,11,"","",1080," ","CLKUP ",4,"03"
"SUBCOMPACT CARS","SUBARU","IMPREZA AWD"," 2.5",4,"Manual(M5)","4",20,23,30,25,25.0837,38.2256,29.6746,"R","","","","","",88,11,"","",1080," ","",4,"03"
"SUBCOMPACT CARS","SUBARU","IMPREZA AWD"," 2.5",4,"Manual(M6)","4",23,18,24,20,19.5,30.5,23.2779,"P","","T","","","",88,11,"","",1462," ","",4,"03"
"SUBCOMPACT CARS","TOYOTA","CELICA"," 1.8",4,"Auto(L4)","F",9,29,36,32,32.1,46,37.1518,"R","","","","","","","",78,17,842," ","CLKUP ",4,"03"
"SUBCOMPACT CARS","TOYOTA","CELICA"," 1.8",4,"Manual(M5)","F",9,27,33,29,29.5,42.8,34.2958,"R","","","","","","","",78,17,932," ","",4,"03"
"SUBCOMPACT CARS","TOYOTA","CELICA"," 1.8",4,"Manual(M6)","F",10,24,33,28,27.2,41.7,32.2456,"P","","","","","","","",78,17,1044,"SPORTS","",4,"03"
"SUBCOMPACT CARS","TOYOTA","CELICA"," 1.8",4,"Auto(S4)","F",10,25,31,27,27.6708,39.7484,32.0536,"P","","","","","","","",78,17,1082,"SPORTS","CLKUP ",4,"03"
"SUBCOMPACT CARS","TOYOTA","SCION TC"," 2.4",4,"Auto(L4)","F",6,23,30,26,25.7,38.3997,30.1936,"R","","","","","","","",85,13,1040," ","CLKUP ",4,"03"
"SUBCOMPACT CARS","TOYOTA","SCION TC"," 2.4",4,"Manual(M5)","F",6,22,29,25,24.3,37.3,28.82,"R","","","","","","","",85,13,1080," ","",4,"03"
"SUBCOMPACT CARS","TOYOTA","SCION XA"," 1.5",4,"Auto(L4)","F",2,31,38,34,34.8,49.1,40.0488,"R","","","","","","","",86,12,794," ","CLKUP ",4,"03"
"SUBCOMPACT CARS","TOYOTA","SCION XA"," 1.5",4,"Manual(M5)","F",2,32,37,34,35.3,47.5,39.9131,"R","","","","","","","",86,12,794," ","",4,"03"
"SUBCOMPACT CARS","VOLKSWAGEN","NEW BEETLE"," 1.8",4,"Manual(M5)","F",10,25,30,27,27.3,38.8,31.5016,"P","","T","","","","","",85,12,1082," ","",5,"03"
"SUBCOMPACT CARS","VOLKSWAGEN","NEW BEETLE"," 1.8",4,"Auto(S6)","F",10,22,30,25,24.4057,38.6291,29.2527,"P","","T","","","","","",85,12,1170," ","3MODE CLKUP ",5,"03"
"SUBCOMPACT CARS","VOLKSWAGEN","NEW BEETLE"," 1.9",4,"Manual(M5)","F",38,38,46,41,41.8019,59.3787,48.2258,"D","","T","","","","","",85,12,567," ","",2,"03"
"SUBCOMPACT CARS","VOLKSWAGEN","NEW BEETLE"," 1.9",4,"Auto(S6)","F",38,36,42,38,39.9,53.3,44.9898,"D","","T","","","","","",85,12,611," ","3MODE ",2,"03"
"SUBCOMPACT CARS","VOLKSWAGEN","NEW BEETLE"," 2.0",4,"Manual(M5)","F",4,24,31,27,26.6264,39.4047,31.1758,"R","","","","","","","",85,12,999," ","",2,"03"
"SUBCOMPACT CARS","VOLKSWAGEN","NEW BEETLE"," 2.0",4,"Auto(S6)","F",4,22,31,25,24.5,39.9,29.6497,"R","","","","","","","",85,12,1080," ","2MODE CLKUP ",2,"03"
"COMPACT CARS","ACURA","TSX"," 2.4",4,"Manual(M6)","F",50,21,30,24,23.8,38,28.6112,"P","","","","","",91,13,"","",1220," ","",4,"04"
"COMPACT CARS","ACURA","TSX"," 2.4",4,"Auto(S5)","F",50,22,31,25,24.6,39.2,29.5532,"P","","","","","",91,13,"","",1170," ","2MODE CLKUP ",4,"04"
"COMPACT CARS","AUDI","A4"," 1.8",4,"Auto(AV)","F",14,23,29,25,25.1,37.6,29.5156,"P","","T","","","",90,13,"","",1170," ","3MODE ",5,"04"
"COMPACT CARS","AUDI","A4"," 1.8",4,"Manual(M5)","F",14,22,31,25,24.6,40.1,29.7799,"P","","T","","","",90,13,"","",1170," ","",5,"04"
"COMPACT CARS","AUDI","A4"," 3.0",6,"Auto(AV)","F",17,21,29,24,23.8,36.9,28.3251,"P","","","","","",90,13,"","",1220," ","3MODE ",5,"04"
"COMPACT CARS","AUDI","A4 QUATTRO"," 1.8",4,"Manual(M6)","4",14,21,30,24,23.4,38.2,28.3412,"P","","T","","","",90,13,"","",1220," ","",5,"04"
"COMPACT CARS","AUDI","A4 QUATTRO"," 1.8",4,"Auto(S5)","4",14,20,29,23,22.4655,36.8743,27.2586,"P","","T","","","",90,13,"","",1272," ","3MODE CLKUP ",5,"04"
"COMPACT CARS","AUDI","A4 QUATTRO"," 3.0",6,"Manual(M6)","4",17,18,26,21,20.3754,33.4805,24.7317,"P","","","","","",90,13,"","",1392," ","",5,"04"
"COMPACT CARS","AUDI","A4 QUATTRO"," 3.0",6,"Auto(S5)","4",17,18,26,21,20.2445,32.9971,24.5065,"P","","","","","",90,13,"","",1392," ","3MODE CLKUP ",5,"04"
"COMPACT CARS","AUDI","S4"," 4.2",8,"Manual(M6)","4",11,15,21,17,16.5105,27.1174,20.0375,"P","G","","","","",90,13,"","",1720," ","",5,"04"
"COMPACT CARS","AUDI","S4"," 4.2",8,"Auto(S6)","4",11,18,24,20,19.5,30.3,23.2252,"P","","","","","",90,13,"","",1462," ","3MODE CLKUP ",5,"04"
"COMPACT CARS","BENTLEY","CONTINENTAL GT"," 6.0",12,"Auto(S6)","4",35,11,18,13,12.5498,22.7,15.7111,"P","G","T","",89,11,"","","","",2249," ","3MODE ",4,"04"
"COMPACT CARS","BMW","325I"," 2.5",6,"Manual(M5)","R",25,20,29,24,22.6,37.8,27.593,"P","","","","","",91,11,"","",1220," ","",4,"04"
"COMPACT CARS","BMW","325I"," 2.5",6,"Auto(S5)","R",25,19,27,22,21.3158,34.7275,25.7995,"P","","","","","",91,11,"","",1331," ","3MODE CLKUP ",4,"04"
"COMPACT CARS","BMW","325XI"," 2.5",6,"Manual(M5)","4",25,19,27,22,21.6,34.7,26.0205,"P","","","","","",91,11,"","",1331," ","",4,"04"
"COMPACT CARS","BMW","325XI"," 2.5",6,"Auto(S5)","4",25,19,26,22,21.4,33.4,25.5271,"P","","","","","",91,11,"","",1331," ","3MODE CLKUP ",4,"04"
"COMPACT CARS","BMW","330I"," 3.0",6,"Manual(M6)","R",30,20,30,23,22.1254,38.153,27.283,"P","","","","","",91,11,"","",1272," ","",4,"04"
"COMPACT CARS","BMW","330I"," 3.0",6,"Auto(S5)","R",30,19,27,22,21.2536,34.5372,25.702,"P","","","","","",91,11,"","",1331," ","3MODE CLKUP ",4,"04"
"COMPACT CARS","BMW","330I"," 3.0",6,"Auto(S6)","R",30,20,29,23,22.2354,37.2131,27.1534,"P","","","","","",91,11,"","",1272," ","4MODE ",4,"04"
"COMPACT CARS","BMW","330XI"," 3.0",6,"Manual(M6)","4",30,20,29,23,22.1,37.4,27.0864,"P","","","","","",91,11,"","",1272," ","",4,"04"
"COMPACT CARS","BMW","330XI"," 3.0",6,"Auto(S5)","4",30,18,25,21,20.1,32.2,24.1906,"P","","","","","",91,11,"","",1392," ","3MODE CLKUP ",4,"04"
"COMPACT CARS","CHEVROLET","AVEO"," 1.6",4,"Auto(A4)","F",5,26,34,29,28.8,43.3,33.91,"R","","","","","",91,12,"","",932," ","EMS ","","04"
"COMPACT CARS","CHEVROLET","AVEO"," 1.6",4,"Manual(M5)","F",5,27,35,30,29.6,45.5,35.1232,"R","","","","","",91,12,"","",899," ","EMS ","","04"
"COMPACT CARS","CHEVROLET","AVEO 5"," 1.6",4,"Auto(A4)","F",2,26,34,29,28.8,43.3,33.91,"R","","","","","",91,12,"","",932," ","EMS ","","04"
"COMPACT CARS","CHEVROLET","AVEO 5"," 1.6",4,"Manual(M5)","F",2,27,35,30,29.6,45.5,35.1232,"R","","","","","",91,12,"","",899," ","EMS ","","04"
"COMPACT CARS","CHEVROLET","CAVALIER"," 2.2",4,"Auto(L4)","F",121,24,34,28,27.6149,43.6063,33.0727,"R","","","",87,13,92,14,"","",964," ","CLKUP ",4,"04"
"COMPACT CARS","CHEVROLET","CAVALIER"," 2.2",4,"Manual(M5)","F",122,26,36,30,29.5022,46.5883,35.3335,"R","","","",87,13,92,14,"","",899," ","SIL ",4,"04"
"COMPACT CARS","CHEVROLET","OPTRA"," 2.0",4,"Auto(A4)","F",3,22,30,25,24.5996,38.4958,29.3706,"R","","","","","",95,12,"","",1080," ","EMS ",4,"04"
"COMPACT CARS","CHEVROLET","OPTRA"," 2.0",4,"Manual(M5)","F",3,22,30,25,24.7,38.1,29.3442,"R","","","","","",95,12,"","",1080," ","EMS ",4,"04"
"COMPACT CARS","CHEVROLET","OPTRA 5"," 2.0",4,"Auto(A4)","F",3,22,30,25,24.5996,38.4958,29.3706,"R","","","","","",95,9,"","",1080," ","EMS ",4,"04"
"COMPACT CARS","CHEVROLET","OPTRA 5"," 2.0",4,"Manual(M5)","F",3,22,30,25,24.7,38.1,29.3442,"R","","","","","",95,9,"","",1080," ","EMS ",4,"04"
"COMPACT CARS","CHRYSLER","SEBRING"," 2.4",4,"Auto(L4)","F",26,21,28,24,23.5,36.3,27.9322,"R","","","",86,16,"","","","",1126,"SOHC","CMODE CLKUP ",4,"04"
"COMPACT CARS","CHRYSLER","SEBRING"," 2.4",4,"Manual(M5)","F",26,24,32,27,26.4,40.9,31.4112,"R","","","",86,16,"","","","",999,"SOHC","",4,"04"
"COMPACT CARS","CHRYSLER","SEBRING"," 3.0",6,"Auto(L4)","F",27,20,28,23,22.3,35.5,26.7811,"P","","","",86,16,"","","","",1272,"SOHC","CMODE CLKUP ",4,"04"
"COMPACT CARS","CHRYSLER","SEBRING"," 3.0",6,"Manual(M5)","F",27,21,29,24,22.8829,37.4028,27.7265,"P","","","",86,16,"","","","",1220,"SOHC","",4,"04"
"COMPACT CARS","CHRYSLER","SEBRING"," 3.0",6,"Auto(S4)","F",27,20,28,23,22.3,35.5,26.7811,"P","","","",86,16,"","","","",1272,"SOHC","2MODE CLKUP ",4,"04"
"COMPACT CARS","CHRYSLER","SEBRING CONVERTIBLE"," 2.4",4,"Auto(L4)","F",20,22,30,25,24.6,37.9,29.2132,"R","","","","","","","","","",1080," ","CLKUP ",4,"04"
"COMPACT CARS","CHRYSLER","SEBRING CONVERTIBLE"," 2.7",6,"Auto(L4)","F",41,15,20,17,17.2,26,20.2904,"E","","","","","","","","","",1455,"E85 270","CLKUP ",4,"04"
"COMPACT CARS","CHRYSLER","SEBRING CONVERTIBLE"," 2.7",6,"Auto(L4)","F",41,15,20,17,17.2,26,20.2904,"E","","","","","","","","","",1455,"E85 270","2MODE CLKUP ",4,"04"
"COMPACT CARS","CHRYSLER","SEBRING CONVERTIBLE"," 2.7",6,"Auto(L4)","F",40,21,28,23,23.4,35.2989,27.5843,"R","","","","","","","","","",1174,"GAS 390","CLKUP ",4,"04"
"COMPACT CARS","CHRYSLER","SEBRING CONVERTIBLE"," 2.7",6,"Auto(L4)","F",40,21,28,23,23.4,35.2989,27.5843,"R","","","","","","","","","",1174,"GAS 390","2MODE CLKUP ",4,"04"
"COMPACT CARS","DODGE","NEON/SRT-4/SX 2.0"," 2.0",4,"Auto(L4)","F",10,25,32,28,28.1,41.3,32.8204,"R","","","","","",90,13,"","",964," ","CLKUP ",4,"04"
"COMPACT CARS","DODGE","NEON/SRT-4/SX 2.0"," 2.0",4,"Manual(M5)","F",10,29,36,32,32.2,45.7,37.1367,"R","","","","","",90,13,"","",842," ","",4,"04"
"COMPACT CARS","DODGE","NEON/SRT-4/SX 2.0"," 2.4",4,"Manual(M5)","F",60,22,30,25,24.2,38.5,29.0566,"P","","T","","","",90,13,"","",1170," ","",4,"04"
"COMPACT CARS","DODGE","STRATUS"," 2.4",4,"Auto(L4)","F",26,21,28,24,23.5,36.3,27.9322,"R","","","",86,16,"","","","",1126,"SOHC","CMODE CLKUP ",4,"04"
"COMPACT CARS","DODGE","STRATUS"," 2.4",4,"Manual(M5)","F",26,24,32,27,26.4,40.9,31.4112,"R","","","",86,16,"","","","",999,"SOHC","",4,"04"
"COMPACT CARS","DODGE","STRATUS"," 3.0",6,"Auto(L4)","F",27,20,28,23,22.3,35.5,26.7811,"P","","","",86,16,"","","","",1272,"SOHC","CMODE CLKUP ",4,"04"
"COMPACT CARS","DODGE","STRATUS"," 3.0",6,"Manual(M5)","F",27,21,29,24,22.8829,37.4028,27.7265,"P","","","",86,16,"","","","",1220,"SOHC","",4,"04"
"COMPACT CARS","DODGE","STRATUS"," 3.0",6,"Auto(S4)","F",27,20,28,23,22.3,35.5,26.7811,"P","","","",86,16,"","","","",1272,"SOHC","2MODE CLKUP ",4,"04"
"COMPACT CARS","FORD","FOCUS  FWD"," 2.0",4,"Auto(L4)","F",125,26,32,28,28.5595,40.6,32.9578,"R","","","","","",94,15,94,18,964," ","CLKUP ",4,"04"
"COMPACT CARS","FORD","FOCUS  FWD"," 2.0",4,"Manual(M5)","F",131,26,35,29,28.4,44.4,33.8968,"R","","","","","",94,15,94,18,932," ","",4,"04"
"COMPACT CARS","FORD","FOCUS  FWD"," 2.3",4,"Manual(M5)","F",144,22,31,25,24.6,39.8424,29.7157,"R","","","","","",94,15,94,18,1080," ","",4,"04"
"COMPACT CARS","HONDA","CIVIC"," 1.7",4,"Auto(AV)","F",20,30,34,32,33.2,43.9,37.29,"C","","","","","",91,7,"","",491,"200","",4,"04"
"COMPACT CARS","HONDA","CIVIC"," 1.7",4,"Auto(AV)","F",23,35,40,37,38.5,51.6,43.4657,"R","","","",86,13,91,10,85,16,729,"LEAN BURN","",4,"04"
"COMPACT CARS","HONDA","CIVIC"," 1.7",4,"Auto(L4)","F",21,29,38,33,32.7,48.4,38.2891,"R","","","",86,13,91,10,85,16,818," ","CLKUP ",4,"04"
"COMPACT CARS","HONDA","CIVIC"," 1.7",4,"Auto(L4)","F",22,31,38,34,33.9,49.3,39.4447,"R","","","",86,13,91,10,85,16,794,"VTEC","CLKUP ",4,"04"
"COMPACT CARS","HONDA","CIVIC"," 1.7",4,"Manual(M5)","F",21,32,38,34,35,48.7,40.0729,"R","","","",86,13,91,10,85,16,794," ","",4,"04"
"COMPACT CARS","HONDA","CIVIC"," 1.7",4,"Manual(M5)","F",23,36,44,39,40.2,56.2,46.1069,"R","","","",86,13,91,10,85,16,691,"LEAN BURN","",4,"04"
"COMPACT CARS","HONDA","CIVIC"," 1.7",4,"Manual(M5)","F",22,32,37,34,35.1,47.4,39.7406,"R","","","",86,13,91,10,85,16,794,"VTEC","",4,"04"
"COMPACT CARS","HONDA","CIVIC"," 2.0",4,"Manual(M5)","F",31,26,31,28,28.4,39.4,32.4807,"R","","","",86,13,91,10,85,16,964," ","",4,"04"
"COMPACT CARS","HONDA","CIVIC HYBRID"," 1.3",4,"Auto(AV)","F",11,47,48,47,52.6,60.9,56.0367,"R","","","","","",91,10,"","",575,"HEV","EMS ",2,"04"
"COMPACT CARS","HONDA","CIVIC HYBRID"," 1.3",4,"Auto(AV)","F",10,48,47,48,53.2,60.5,56.2545,"R","","","","","",91,10,"","",562,"HEV LB","EMS ",2,"04"
"COMPACT CARS","HONDA","CIVIC HYBRID"," 1.3",4,"Manual(M5)","F",11,45,51,47,50,64.8,55.7276,"R","","","","","",91,10,"","",575,"HEV","SIL EMS ",2,"04"
"COMPACT CARS","HONDA","CIVIC HYBRID"," 1.3",4,"Manual(M5)","F",10,46,51,48,51.2,64.9,56.5741,"R","","","","","",91,10,"","",562,"HEV LB","SIL EMS ",2,"04"
"COMPACT CARS","HYUNDAI","ACCENT/BRIO"," 1.5",4,"Auto(L4)","F",1,27,35,30,29.5,45.4,35.019,"R","","","","","",89,12,88,17,899,"I4","CLKUP ",3,"04"
