Class,Manufacturer,carline name,displ,cyl,trans,drv,cty,hwy,cmb,ucty,uhwy,ucmb,fl,G,T,S,2pv,2lv,4pv,4lv,hpv,hlv,fcost,eng dscr,trans dscr,vpc,cls
MIDSIZE STATION WAGONS,FORD,TAURUS WAGON,3.0,6,Auto(L4),F,18,26,21,19.6000,33.3000,24.0531,R,,,,,,104,39,,,964,3.0,CLKUP,2,8
MIDSIZE STATION WAGONS,FORD,TAURUS WAGON,3.0,6,Auto(L4),F,18,26,21,19.8000,33.2000,24.1943,R,,,,,,104,39,,,964,3.0L-FFV,CLKUP,2,8
MIDSIZE STATION WAGONS,FORD,TAURUS WAGON,3.0,6,Auto(L4),F,14,20,16,15.1000,25.2000,18.4227,E,,,,,,104,39,,,1500,3.0L-FFV,CLKUP,2,8
MIDSIZE STATION WAGONS,LEXUS,RX 300 4WD,3.0,6,Auto(L4),4,18,22,20,20.0000,28.7000,23.1592,R,,,,,,,,104,32,1012,,CLKUP,4,8
MIDSIZE STATION WAGONS,LEXUS,RX300 2WD,3.0,6,Auto(L4),F,19,23,20,20.6000,29.8000,23.9236,R,,,,,,,,104,32,1012,,CLKUP,4,8
MIDSIZE STATION WAGONS,LINCOLN-MERCURY,SABLE WAGON,3.0,6,Auto(L4),F,19,26,21,20.6000,32.8493,24.7537,R,,,,,,104,39,,,964,3.0M,CLKUP,4,8
MIDSIZE STATION WAGONS,LINCOLN-MERCURY,SABLE WAGON,3.0,6,Auto(L4),F,18,26,21,19.6000,33.3000,24.0531,R,,,,,,104,39,,,964,3.0,CLKUP,2,8
MIDSIZE STATION WAGONS,MERCEDES-BENZ,E320 (WAGON),3.2,6,Auto(L5),R,20,28,22,21.6795,35.4154,26.2633,P,,,,,,98,44,,,1058,,EMS 2MODE CLKUP,3,8
MIDSIZE STATION WAGONS,MERCEDES-BENZ,E320 4MATIC (WAGON),3.2,6,Auto(L5),4,20,27,22,21.6798,34.1867,25.9523,P,,,,,,98,44,,,1058,,EMS 2MODE CLKUP,3,8
MIDSIZE STATION WAGONS,SAAB,SAAB 9-5 WAGON,2.3,4,Auto(L4),F,19,26,22,21.2000,33.4000,25.3701,R,,T,,,,100,37,,,921,B235E,2MODE CLKUP,4,8
MIDSIZE STATION WAGONS,SAAB,SAAB 9-5 WAGON,2.3,4,Auto(L4),F,19,25,21,21.2000,32.3000,25.0782,P,,T,,,,100,37,,,1107,B235R,2MODE CLKUP,4,8
MIDSIZE STATION WAGONS,SAAB,SAAB 9-5 WAGON,2.3,4,Manual(M5),F,21,28,23,22.8000,35.9000,27.2795,R,,T,,,,100,37,,,881,B235E,,4,8
MIDSIZE STATION WAGONS,SAAB,SAAB 9-5 WAGON,2.3,4,Manual(M5),F,20,27,22,22.2000,34.1000,26.3357,P,,T,,,,100,37,,,1058,B235R,,4,8
MIDSIZE STATION WAGONS,SAAB,SAAB 9-5 WAGON,3.0,6,Auto(L4),F,18,26,21,20.4000,33.5000,24.7564,P,,T,,,,100,37,,,1107,B308E,2MODE,4,8
MIDSIZE STATION WAGONS,SATURN,LW200,2.2,4,Auto(L4),F,24,32,27,26.3985,41.0998,31.4629,R,,,,,,98,34,,,749,,CLKUP,2,8
MIDSIZE STATION WAGONS,SATURN,LW300,3.0,6,Auto(L4),F,20,26,22,22.2000,33.6000,26.2002,R,,,,,,98,34,,,921,,CLKUP,2,8
MIDSIZE STATION WAGONS,SUBARU,LEGACY WAGON AWD,2.5,4,Auto(L4),4,22,27,24,23.9720,34.5173,27.7930,R,,,,,,96,34,,,844,,CLKUP,4,8
MIDSIZE STATION WAGONS,SUBARU,LEGACY WAGON AWD,2.5,4,Manual(M5),4,21,28,24,23.8239,35.2678,27.8975,R,,,,,,96,34,,,844,,,4,8
MIDSIZE STATION WAGONS,SUBARU,LEGACY WAGON AWD,3.0,6,Auto(L4),4,20,27,23,22.6000,34.2000,26.6708,P,,,,,,96,34,,,1011,,CLKUP,4,8
MIDSIZE STATION WAGONS,VOLKSWAGEN,PASSAT WAGON,1.8,4,Manual(M5),F,22,31,25,24.8000,39.4000,29.7630,P,,T,,,,97,39,,,930,,,5,8
MIDSIZE STATION WAGONS,VOLKSWAGEN,PASSAT WAGON,1.8,4,Auto(S5),F,20,28,23,22.0308,36.4900,26.8117,P,,T,,,,97,39,,,1011,,CLKUP,5,8
MIDSIZE STATION WAGONS,VOLKSWAGEN,PASSAT WAGON,2.8,6,Manual(M5),F,20,29,23,22.0000,36.8000,26.8613,P,,,,,,97,39,,,1011,,,5,8
MIDSIZE STATION WAGONS,VOLKSWAGEN,PASSAT WAGON,2.8,6,Auto(S5),F,18,26,21,19.9440,33.4994,24.3841,P,,,,,,97,39,,,1107,,CLKUP,5,8
MIDSIZE STATION WAGONS,VOLKSWAGEN,PASSAT WAGON 4MOTION,2.8,6,Auto(S5),4,17,24,20,19.0576,30.3493,22.8900,P,,,,,,97,36,,,1162,,CLKUP,5,8
MIDSIZE STATION WAGONS,VOLVO,V70,2.3,5,Manual(M5),F,21,28,23,22.8000,35.7000,27.2273,P,,T,,,,,,98,36,1011,,,4,8
MIDSIZE STATION WAGONS,VOLVO,V70,2.3,5,Auto(S5),F,20,26,22,22.0000,33.3000,25.9649,P,,T,,,,,,98,36,1058,,2MODE CLKUP,4,8
MIDSIZE STATION WAGONS,VOLVO,V70,2.4,5,Auto(L5),F,21,28,24,23.3480,36.0182,27.7390,P,,,,,,,,98,36,970,,CLKUP,4,8
MIDSIZE STATION WAGONS,VOLVO,V70,2.4,5,Auto(L5),F,20,27,23,22.1002,34.7002,26.4167,P,,T,,,,,,98,36,1011,,CLKUP,4,8
MIDSIZE STATION WAGONS,VOLVO,V70,2.4,5,Manual(M5),F,21,28,24,23.7000,35.4000,27.8407,P,,,,,,,,98,36,970,,,4,8
MIDSIZE STATION WAGONS,VOLVO,V70,2.4,5,Auto(S5),F,20,27,23,22.1000,34.7000,26.4165,P,,T,,,,,,98,36,1011,,2MODE CLKUP,4,8
MIDSIZE STATION WAGONS,VOLVO,V70AWD,2.4,5,Auto(S5),4,18,25,21,20.4712,31.8427,24.3909,P,,T,,,,,,98,36,1107,,2MODE CLKUP,4,8
SMALL PICKUP TRUCKS 2WD,CHEVROLET,S10 PICKUP 2WD,2.2,4,Auto(L4),R,19,25,21,20.6889,32.5878,24.7567,R,,,,,,,,,,964,FLEX FUEL,CLKUP,2,10
SMALL PICKUP TRUCKS 2WD,CHEVROLET,S10 PICKUP 2WD,2.2,4,Manual(M5),R,22,28,24,24.4000,35.5000,28.3953,R,,,,,,,,,,844,FLEX FUEL,SIL,2,10
SMALL PICKUP TRUCKS 2WD,CHEVROLET,S10 PICKUP 2WD,4.3,6,Auto(L4),R,17,22,19,18.9446,28.4447,22.2955,R,,,,,,,,,,1065,,CLKUP,2,10
SMALL PICKUP TRUCKS 2WD,CHEVROLET,S10 PICKUP 2WD,4.3,6,Manual(M5),R,16,22,18,17.6000,28.3733,21.2269,R,,,,,,,,,,1126,,SIL,2,10
SMALL PICKUP TRUCKS 2WD,GMC,SONOMA 2WD,2.2,4,Auto(L4),R,19,25,21,20.6889,32.5878,24.7567,R,,,,,,,,,,964,FLEX FUEL,CLKUP,2,10
SMALL PICKUP TRUCKS 2WD,GMC,SONOMA 2WD,2.2,4,Manual(M5),R,22,28,24,24.4000,35.5000,28.3953,R,,,,,,,,,,844,FLEX FUEL,SIL,2,10
SMALL PICKUP TRUCKS 2WD,GMC,SONOMA 2WD,4.3,6,Auto(L4),R,17,22,19,18.9542,28.4544,22.3055,R,,,,,,,,,,1065,,CLKUP,2,10
SMALL PICKUP TRUCKS 2WD,GMC,SONOMA 2WD,4.3,6,Manual(M5),R,16,22,18,17.6000,28.4239,21.2396,R,,,,,,,,,,1126,,SIL,2,10
SMALL PICKUP TRUCKS 2WD,ISUZU,HOMBRE PICKUP 2WD,2.2,4,Auto(L4),R,19,25,21,20.6889,32.5878,24.7567,R,,,,,,,,,,964,FLEX FUEL,CLKUP,2,10
SMALL PICKUP TRUCKS 2WD,ISUZU,HOMBRE PICKUP 2WD,2.2,4,Manual(M5),R,22,28,24,24.4000,35.5000,28.3953,R,,,,,,,,,,844,FLEX FUEL,SIL,2,10
SMALL PICKUP TRUCKS 2WD,ISUZU,HOMBRE PICKUP 2WD,4.3,6,Auto(L4),R,17,22,19,18.9000,28.4000,22.2491,R,,,,,,,,,,1065,,CLKUP,2,10
STANDARD PICKUP TRUCKS 2WD,CHEVROLET,C1500 SILVERADO 2WD,4.3,6,Auto(L4),R,16,21,18,18.1000,27.4000,21.3629,R,,,,,,,,,,1126,,CLKUP,2,12
STANDARD PICKUP TRUCKS 2WD,CHEVROLET,C1500 SILVERADO 2WD,4.3,6,Manual(M5),R,16,20,18,17.7302,25.9523,20.6782,R,,,,,,,,,,1126,,SIL,2,12
STANDARD PICKUP TRUCKS 2WD,CHEVROLET,C1500 SILVERADO 2WD,4.8,8,Auto(L4),R,16,20,17,17.3648,25.8532,20.3752,R,,,,,,,,,,1191,,CLKUP,2,12
STANDARD PICKUP TRUCKS 2WD,CHEVROLET,C1500 SILVERADO 2WD,4.8,8,Manual(M5),R,15,20,17,17.1610,25.8453,20.2181,R,,,,,,,,,,1191,,SIL,2,12
STANDARD PICKUP TRUCKS 2WD,CHEVROLET,C1500 SILVERADO 2WD,5.3,8,Auto(L4),R,15,19,17,17.1000,24.9000,19.9060,R,,,,,,,,,,1191,,CLKUP,2,12
STANDARD PICKUP TRUCKS 2WD,DODGE,DAKOTA PICKUP 2WD,2.5,4,Manual(M5),R,20,25,22,21.7498,31.9960,25.4117,R,,,,,,,,,,921,,SIL,2,12
STANDARD PICKUP TRUCKS 2WD,DODGE,DAKOTA PICKUP 2WD,3.9,6,Auto(L4),R,16,20,17,17.2570,25.9180,20.3113,R,,,,,,,,,,1191,,,2,12
STANDARD PICKUP TRUCKS 2WD,DODGE,DAKOTA PICKUP 2WD,3.9,6,Manual(M5),R,16,22,18,17.3872,27.6709,20.8790,R,,,,,,,,,,1126,,SIL,2,12
STANDARD PICKUP TRUCKS 2WD,DODGE,DAKOTA PICKUP 2WD,4.7,8,Auto(L4),R,14,19,16,15.4010,24.3677,18.4574,R,,,,,,,,,,1266,,CLKUP,2,12
STANDARD PICKUP TRUCKS 2WD,DODGE,DAKOTA PICKUP 2WD,4.7,8,Manual(M5),R,15,20,17,16.2338,26.0000,19.5359,R,,,,,,,,,,1191,,,2,12
STANDARD PICKUP TRUCKS 2WD,DODGE,DAKOTA PICKUP 2WD,5.9,8,Auto(L4),R,13,17,14,13.9085,21.2945,16.4809,R,,,,,,,,,,1446,,CLKUP,2,12
STANDARD PICKUP TRUCKS 2WD,DODGE,RAM 1500 PICKUP 2WD,3.9,6,Auto(L4),R,15,20,17,17.2000,25.2000,20.0667,R,,,,,,,,,,1191,,,2,12
STANDARD PICKUP TRUCKS 2WD,DODGE,RAM 1500 PICKUP 2WD,3.9,6,Manual(M5),R,15,21,17,16.3945,26.6000,19.8157,R,,,,,,,,,,1191,,,2,12
STANDARD PICKUP TRUCKS 2WD,DODGE,RAM 1500 PICKUP 2WD,5.2,8,Auto(L4),R,13,19,15,14.4232,23.7299,17.5143,R,,,,,,,,,,1351,,CLKUP,2,12
STANDARD PICKUP TRUCKS 2WD,DODGE,RAM 1500 PICKUP 2WD,5.2,8,Manual(M5),R,14,19,16,15.1055,24.3951,18.2292,R,,,,,,,,,,1266,,SIL,2,12
STANDARD PICKUP TRUCKS 2WD,DODGE,RAM 1500 PICKUP 2WD,5.9,8,Auto(L4),R,12,18,14,13.4705,23.3386,16.6358,R,,,,,,,,,,1446,,CLKUP,2,12
STANDARD PICKUP TRUCKS 2WD,FORD,EXPLORER SPORT TRAC 2WD,4.0,6,Auto(L5),R,16,20,17,17.4000,26.1000,20.4706,R,,,,,,,,,,1191,EX2ST40E5G,CLKUP,2,12
STANDARD PICKUP TRUCKS 2WD,FORD,EXPLORER SPORT TRAC 2WD,4.0,6,Manual(M5),R,17,21,19,19.1000,26.8000,21.9361,R,,,,,,,,,,1065,EX2ST40M5G,,2,12
STANDARD PICKUP TRUCKS 2WD,FORD,F150 NATURAL GAS,5.4,8,Auto(L4),R,12,16,14,13.5000,20.6000,15.9782,C,,,,,,,,,,910,F12PU54E4C,CLKUP,2,12
STANDARD PICKUP TRUCKS 2WD,FORD,F150 PICKUP 2WD,4.2,6,Auto(L4),R,16,20,18,17.7332,25.9539,20.6809,R,,,,,,,,,,1126,F12PU42E4G,CLKUP,2,12
STANDARD PICKUP TRUCKS 2WD,FORD,F150 PICKUP 2WD,4.2,6,Manual(M5),R,16,20,18,18.0924,25.8000,20.9024,R,,,,,,,,,,1126,F12PU42M5G,,2,12
STANDARD PICKUP TRUCKS 2WD,FORD,F150 PICKUP 2WD,4.6,8,Auto(L4),R,16,21,18,17.3778,26.2921,20.5066,R,,,,,,,,,,1126,F12PU46E4G,CLKUP,2,12
STANDARD PICKUP TRUCKS 2WD,FORD,F150 PICKUP 2WD,4.6,8,Manual(M5),R,15,19,17,16.8477,24.4645,19.5926,R,,,,,,,,,,1191,F12PU46M5G,,2,12
STANDARD PICKUP TRUCKS 2WD,FORD,F150 PICKUP 2WD,5.4,8,Auto(L4),R,15,19,16,16.2483,24.4409,19.1346,R,,,,,,,,,,1266,F12PU54E4G,CLKUP,2,12
STANDARD PICKUP TRUCKS 2WD,FORD,RANGER PICKUP 2WD,2.5,4,Auto(L4),R,20,24,22,22.1000,30.6000,25.2571,R,,,,,,,,,,921,RA2PU25E4G,CLKUP,2,12
STANDARD PICKUP TRUCKS 2WD,FORD,RANGER PICKUP 2WD,2.5,4,Manual(M5),R,22,26,24,24.5491,32.8481,27.6981,R,,,,,,,,,,844,RA2PU25M5G,,2,12
STANDARD PICKUP TRUCKS 2WD,FORD,RANGER PICKUP 2WD,3.0,6,Auto(L5),R,16,21,18,18.1000,27.2000,21.3079,R,,,,,,,,,,1126,RA2PU30E5G,CLKUP,2,12
STANDARD PICKUP TRUCKS 2WD,FORD,RANGER PICKUP 2WD,3.0,6,Manual(M5),R,17,22,19,19.2000,28.7000,22.5605,R,,,,,,,,,,1065,RA2PU30M5G,,2,12
STANDARD PICKUP TRUCKS 2WD,FORD,RANGER PICKUP 2WD,4.0,6,Auto(L5),R,17,22,18,18.3334,27.7413,21.6351,R,,,,,,,,,,1126,RA2PU40E5G,CLKUP,2,12
STANDARD PICKUP TRUCKS 2WD,FORD,RANGER PICKUP 2WD,4.0,6,Manual(M5),R,18,22,19,19.6989,28.2974,22.8191,R,,,,,,,,,,1065,RA2PU40M5G,,2,12
STANDARD PICKUP TRUCKS 2WD,GMC,C1500 SIERRA 2WD,4.3,6,Auto(L4),R,16,21,18,18.1000,27.4000,21.3629,R,,,,,,,,,,1126,,CLKUP,2,12
STANDARD PICKUP TRUCKS 2WD,GMC,C1500 SIERRA 2WD,4.3,6,Manual(M5),R,16,19,17,17.7976,24.9350,20.4290,R,,,,,,,,,,1191,,SIL,2,12
STANDARD PICKUP TRUCKS 2WD,GMC,C1500 SIERRA 2WD,4.8,8,Auto(L4),R,16,20,17,17.3077,25.7771,20.3107,R,,,,,,,,,,1191,,CLKUP,2,12
STANDARD PICKUP TRUCKS 2WD,GMC,C1500 SIERRA 2WD,4.8,8,Manual(M5),R,16,20,17,17.2892,25.8958,20.3298,R,,,,,,,,,,1191,,SIL,2,12
STANDARD PICKUP TRUCKS 2WD,GMC,C1500 SIERRA 2WD,5.3,8,Auto(L4),R,15,19,17,17.1000,24.9000,19.9060,R,,,,,,,,,,1191,,CLKUP,2,12
STANDARD PICKUP TRUCKS 2WD,MAZDA,B2500 2WD,2.5,4,Auto(L4),R,20,24,22,22.1000,30.6000,25.2571,R,,,,,,,,,,921,B22PU25E4G,CLKUP,2,12
STANDARD PICKUP TRUCKS 2WD,MAZDA,B2500 2WD,2.5,4,Manual(M5),R,22,26,24,24.5491,32.8481,27.6981,R,,,,,,,,,,844,B22PU25M5G,,2,12
STANDARD PICKUP TRUCKS 2WD,MAZDA,B3000,3.0,6,Auto(L5),R,16,21,18,18.1000,27.2000,21.3079,R,,,,,,,,,,1126,B32PU30E5G,CLKUP,2,12
STANDARD PICKUP TRUCKS 2WD,MAZDA,B3000,3.0,6,Manual(M5),R,17,22,19,19.2000,28.7000,22.5605,R,,,,,,,,,,1065,B32PU30M5G,,2,12
STANDARD PICKUP TRUCKS 2WD,MAZDA,B4000,4.0,6,Auto(L5),R,16,22,18,18.2154,27.7000,21.5333,R,,,,,,,,,,1126,B42PU40E5G,CLKUP,2,12
STANDARD PICKUP TRUCKS 2WD,MAZDA,B4000,4.0,6,Manual(M5),R,18,22,19,19.6000,28.1000,22.6884,R,,,,,,,,,,1065,B42PU40M5G,,2,12
STANDARD PICKUP TRUCKS 2WD,NISSAN,FRONTIER TRUCK 2WD,2.4,4,Auto(L4),R,20,24,21,21.7000,30.1630,24.8357,R,,,,,,,,,,964,,,4,12
STANDARD PICKUP TRUCKS 2WD,NISSAN,FRONTIER TRUCK 2WD,2.4,4,Manual(M5),R,22,26,24,24.6546,32.8687,27.7785,R,,,,,,,,,,844,,,4,12
STANDARD PICKUP TRUCKS 2WD,NISSAN,FRONTIER TRUCK V6-2WD,3.3,6,Auto(L4),R,16,19,17,17.5147,24.6936,20.1509,R,,,,,,,,,,1191,,CLKUP,2,12
STANDARD PICKUP TRUCKS 2WD,NISSAN,FRONTIER TRUCK V6-2WD,3.3,6,Auto(L4),R,15,18,17,17.1000,23.5000,19.4884,P,,,S,,,,,,,1367,,,2,12
STANDARD PICKUP TRUCKS 2WD,NISSAN,FRONTIER TRUCK V6-2WD,3.3,6,Manual(M5),R,16,19,17,18.2684,23.9022,20.4360,R,,,,,,,,,,1191,,,2,12
STANDARD PICKUP TRUCKS 2WD,NISSAN,FRONTIER TRUCK V6-2WD,3.3,6,Manual(M5),R,15,18,16,16.8846,22.9568,19.1659,P,,,S,,,,,,,1453,,,2,12
STANDARD PICKUP TRUCKS 2WD,TOYOTA,TOYOTA TACOMA 2WD,2.4,4,Auto(A4),R,21,23,22,23.4624,29.9771,26.0056,R,,,,,,,,,,921,,,4,12
STANDARD PICKUP TRUCKS 2WD,TOYOTA,TOYOTA TACOMA 2WD,2.4,4,Manual(M5),R,22,25,23,24.3047,32.5951,27.4460,R,,,,,,,,,,881,,,4,12
STANDARD PICKUP TRUCKS 2WD,TOYOTA,TOYOTA TACOMA 2WD,2.7,4,Auto(L4),R,19,22,20,21.6360,27.9317,24.0782,R,,,,,,,,,,1012,,2MODE CLKUP,4,12
STANDARD PICKUP TRUCKS 2WD,TOYOTA,TOYOTA TACOMA 2WD,3.4,6,Auto(L4),R,17,20,18,19.1060,25.2559,21.4572,R,,,,,,,,,,1126,,2MODE CLKUP,4,12
STANDARD PICKUP TRUCKS 2WD,TOYOTA,TOYOTA TACOMA 2WD,3.4,6,Manual(M5),R,18,22,20,20.0000,28.0000,22.9508,R,,,,,,,,,,1012,,,4,12
STANDARD PICKUP TRUCKS 2WD,TOYOTA,TOYOTA TUNDRA 2WD,3.4,6,Auto(L4),R,16,19,17,18.0218,24.6364,20.4985,R,,,,,,,,,,1191,,CLKUP,4,12
STANDARD PICKUP TRUCKS 2WD,TOYOTA,TOYOTA TUNDRA 2WD,3.4,6,Manual(M5),R,16,20,18,18.1523,25.4555,20.8432,R,,,,,,,,,,1126,,,4,12
STANDARD PICKUP TRUCKS 2WD,TOYOTA,TOYOTA TUNDRA 2WD,4.7,8,Auto(L4),R,15,18,16,16.3433,23.0847,18.8160,R,,,,,,,,,,1266,,CLKUP,4,12
STANDARD PICKUP TRUCKS 4WD,CHEVROLET,K1500 SILVERADO 4WD,4.3,6,Auto(L4),4,15,20,17,16.9000,25.4000,19.8962,R,,,,,,,,,,1191,,CLKUP,2,13
STANDARD PICKUP TRUCKS 4WD,CHEVROLET,K1500 SILVERADO 4WD,4.3,6,Manual(M5),4,15,18,16,16.3000,22.5000,18.6073,R,,,,,,,,,,1266,,SIL,2,13
STANDARD PICKUP TRUCKS 4WD,CHEVROLET,K1500 SILVERADO 4WD,4.8,8,Auto(L4),4,15,18,16,16.2855,22.5856,18.6231,R,,,,,,,,,,1266,,CLKUP,2,13
STANDARD PICKUP TRUCKS 4WD,CHEVROLET,K1500 SILVERADO 4WD,4.8,8,Manual(M5),4,15,18,16,16.1118,22.8583,18.5794,R,,,,,,,,,,1266,,SIL,2,13
STANDARD PICKUP TRUCKS 4WD,CHEVROLET,K1500 SILVERADO 4WD,5.3,8,Auto(L4),4,15,18,16,16.2458,22.4461,18.5519,R,,,,,,,,,,1266,,CLKUP,2,13
STANDARD PICKUP TRUCKS 4WD,CHEVROLET,S10 PICKUP 4WD,4.3,6,Auto(L4),4,15,18,16,16.3344,23.5941,18.9595,R,,,,,,,,,,1266,,CLKUP,2,13
STANDARD PICKUP TRUCKS 4WD,CHEVROLET,S10 PICKUP 4WD,4.3,6,Manual(M5),4,15,18,16,16.1205,23.0791,18.6511,R,,,,,,,,,,1266,,SIL,2,13
STANDARD PICKUP TRUCKS 4WD,DODGE,DAKOTA PICKUP 4WD,3.9,6,Auto(L4),4,14,18,16,15.6766,23.0357,18.3086,R,,,,,,,,,,1266,,,2,13
STANDARD PICKUP TRUCKS 4WD,DODGE,DAKOTA PICKUP 4WD,3.9,6,Manual(M5),4,15,20,17,16.8219,25.4669,19.8548,R,,,,,,,,,,1191,,SIL,2,13
STANDARD PICKUP TRUCKS 4WD,DODGE,DAKOTA PICKUP 4WD,4.7,8,Auto(L4),4,13,18,15,14.5995,23.0290,17.4785,R,,,,,,,,,,1351,,CLKUP,2,13
STANDARD PICKUP TRUCKS 4WD,DODGE,DAKOTA PICKUP 4WD,4.7,8,Manual(M5),4,14,19,16,15.7923,24.1660,18.7097,R,,,,,,,,,,1266,,,2,13
STANDARD PICKUP TRUCKS 4WD,DODGE,DAKOTA PICKUP 4WD,5.9,8,Auto(L4),4,12,17,14,13.3000,21.6714,16.0984,R,,,,,,,,,,1446,,CLKUP,2,13
STANDARD PICKUP TRUCKS 4WD,DODGE,RAM 1500 PICKUP 4WD,5.2,8,Auto(L4),4,12,16,14,13.3835,20.8846,15.9636,R,,,,,,,,,,1446,,CLKUP,2,13
STANDARD PICKUP TRUCKS 4WD,DODGE,RAM 1500 PICKUP 4WD,5.2,8,Manual(M5),4,13,17,14,14.3967,21.6835,16.9617,R,,,,,,,,,,1446,,SIL,2,13
STANDARD PICKUP TRUCKS 4WD,DODGE,RAM 1500 PICKUP 4WD,5.9,8,Auto(L4),4,12,17,14,13.2819,22.0866,16.1854,R,,,,,,,,,,1446,,CLKUP,2,13
STANDARD PICKUP TRUCKS 4WD,FORD,EXPLORER SPORT TRAC 4WD,4.0,6,Auto(L5),4,15,19,16,16.5000,24.3000,19.2857,R,,,,,,,,,,1266,EX4ST40E5G,CLKUP,2,13
STANDARD PICKUP TRUCKS 4WD,FORD,EXPLORER SPORT TRAC 4WD,4.0,6,Manual(M5),4,16,19,17,17.8101,24.9197,20.4334,R,,,,,,,,,,1191,EX4ST40M5G,,2,13
STANDARD PICKUP TRUCKS 4WD,FORD,F150 PICKUP 4WD,4.2,6,Auto(L4),4,15,19,17,17.2000,24.4000,19.8336,R,,,,,,,,,,1191,F14PU42E4G,CLKUP,2,13
STANDARD PICKUP TRUCKS 4WD,FORD,F150 PICKUP 4WD,4.2,6,Manual(M5),4,15,19,17,16.9000,24.0000,19.4953,R,,,,,,,,,,1191,F14PU42M5G,,2,13
STANDARD PICKUP TRUCKS 4WD,FORD,F150 PICKUP 4WD,4.6,8,Auto(L4),4,15,18,16,16.8000,23.7000,19.3328,R,,,,,,,,,,1266,F14PU46E4G,CLKUP,2,13
STANDARD PICKUP TRUCKS 4WD,FORD,F150 PICKUP 4WD,4.6,8,Manual(M5),4,14,18,16,15.7000,23.2000,18.3728,R,,,,,,,,,,1266,F14PU46M5G,,2,13
STANDARD PICKUP TRUCKS 4WD,FORD,F150 PICKUP 4WD,5.4,8,Auto(L4),4,14,17,15,15.0224,21.6965,17.4359,R,,,,,,,,,,1351,F14PU54E4G,CLKUP,2,13
STANDARD PICKUP TRUCKS 4WD,FORD,RANGER PICKUP 4WD,3.0,6,Auto(L5),4,15,19,17,16.8000,24.5000,19.5674,R,,,,,,,,,,1191,RA4PU30E5G,CLKUP,2,13
STANDARD PICKUP TRUCKS 4WD,FORD,RANGER PICKUP 4WD,3.0,6,Manual(M5),4,17,20,18,18.4000,26.2000,21.2464,R,,,,,,,,,,1126,RA4PU30M5G,,2,13
STANDARD PICKUP TRUCKS 4WD,FORD,RANGER PICKUP 4WD,4.0,6,Auto(L5),4,15,19,17,16.8000,24.1000,19.4514,R,,,,,,,,,,1191,RA4PU40E5G,CLKUP,2,13
STANDARD PICKUP TRUCKS 4WD,FORD,RANGER PICKUP 4WD,4.0,6,Manual(M5),4,16,20,17,17.6000,25.1000,20.3342,R,,,,,,,,,,1191,RA4PU40M5G,,2,13
STANDARD PICKUP TRUCKS 4WD,GMC,K1500 SIERRA 4WD,4.3,6,Auto(L4),4,15,20,17,16.9000,25.4000,19.8962,R,,,,,,,,,,1191,,CLKUP,2,13
STANDARD PICKUP TRUCKS 4WD,GMC,K1500 SIERRA 4WD,4.3,6,Manual(M5),4,15,18,16,16.3000,22.5000,18.6073,R,,,,,,,,,,1266,,SIL,2,13
STANDARD PICKUP TRUCKS 4WD,GMC,K1500 SIERRA 4WD,4.8,8,Auto(L4),4,15,18,16,16.2916,22.5916,18.6294,R,,,,,,,,,,1266,,CLKUP,2,13
STANDARD PICKUP TRUCKS 4WD,GMC,K1500 SIERRA 4WD,4.8,8,Manual(M5),4,14,18,16,16.0000,22.6000,18.4208,R,,,,,,,,,,1266,,SIL,2,13
STANDARD PICKUP TRUCKS 4WD,GMC,K1500 SIERRA 4WD,5.3,8,Auto(L4),4,15,18,16,16.2458,22.4461,18.5519,R,,,,,,,,,,1266,,CLKUP,2,13
STANDARD PICKUP TRUCKS 4WD,GMC,K1500 SIERRA 4WD,6.0,8,Auto(L4),4,11,14,12,12.4000,18.0000,14.4186,R,,,,,,,,,,1687,,,2,13
STANDARD PICKUP TRUCKS 4WD,GMC,SONOMA 4WD,4.3,6,Auto(L4),4,15,18,16,16.3436,23.6225,18.9746,R,,,,,,,,,,1266,,CLKUP,2,13
STANDARD PICKUP TRUCKS 4WD,GMC,SONOMA 4WD,4.3,6,Manual(M5),4,15,18,16,16.1205,23.0791,18.6511,R,,,,,,,,,,1266,,SIL,2,13
STANDARD PICKUP TRUCKS 4WD,ISUZU,HOMBRE PICKUP 4WD,4.3,6,Auto(L4),4,14,17,16,15.9000,22.3000,18.2580,R,,,,,,,,,,1266,,CLKUP,2,13
STANDARD PICKUP TRUCKS 4WD,MAZDA,B3000 4WD,3.0,6,Auto(L5),4,15,19,17,16.8000,24.5000,19.5674,R,,,,,,,,,,1191,B34PU30E5G,CLKUP,2,13
STANDARD PICKUP TRUCKS 4WD,MAZDA,B3000 4WD,3.0,6,Manual(M5),4,17,20,18,18.4000,26.2000,21.2464,R,,,,,,,,,,1126,B34PU30M5G,,2,13
STANDARD PICKUP TRUCKS 4WD,MAZDA,B4000,4.0,6,Auto(L5),4,15,19,17,16.8000,24.1000,19.4514,R,,,,,,,,,,1191,B44PU40E5G,CLKUP,2,13
STANDARD PICKUP TRUCKS 4WD,MAZDA,B4000,4.0,6,Manual(M5),4,16,20,17,17.6000,25.1000,20.3342,R,,,,,,,,,,1191,B44PU40M5G,,2,13
STANDARD PICKUP TRUCKS 4WD,NISSAN,FRONTIER TRUCK V6-4WD,3.3,6,Auto(L4),4,15,19,17,17.2000,24.3000,19.8038,R,,,,,,,,,,1191,,CLKUP,2,13
